Category,Product,Cluster,Total_Price_Bin,Price_Bin,Quantity_Bin
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Juices,Hohes C Orange,0,Medium,Standard,Low
Juices,Granini Apple,0,Medium,Standard,Medium
Water,Vio Wasser,2,Medium,Standard,Medium
Alcoholic Beverages,Erdinger Weißbier,3,Low,Standard,Low
Alcoholic Beverages,Augustiner,3,Very High,Standard,Very High
Water,Vio Wasser,2,Low,Standard,Low
Water,Vio Wasser,2,Medium,Standard,Medium
Soft Drinks,Fritz-Kola,1,Low,Standard,Low
Soft Drinks,Fritz-Kola,1,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Low,Standard,Low
Water,Vio Wasser,2,Low,Standard,Low
Alcoholic Beverages,Jever,3,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Water,Vio Wasser,2,Medium,Standard,Medium
Juices,Granini Apple,0,Low,Standard,Low
Water,Volvic Touch,2,Very High,Standard,Very High
Juices,Hohes C Orange,0,Low,Standard,Very Low
Alcoholic Beverages,Jever,3,Low,Standard,Very Low
Water,Vio Wasser,2,Medium,Standard,High
Alcoholic Beverages,Jever,3,High,Standard,High
Water,Vio Wasser,2,Medium,Standard,Medium
Juices,Hohes C Orange,0,Very Low,Standard,Very Low
Juices,Granini Apple,0,Low,Standard,Low
Water,Vio Wasser,2,High,Standard,High
Juices,Rauch Multivitamin,0,Very Low,Standard,Very Low
Juices,Granini Apple,0,Low,Standard,Low
Soft Drinks,Club Mate,1,Medium,Standard,Medium
Alcoholic Beverages,Jever,3,Medium,Standard,Medium
Alcoholic Beverages,Augustiner,3,Very Low,Standard,Very Low
Juices,Granini Apple,0,Medium,Standard,Medium
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Water,Vio Wasser,2,Low,Standard,Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Juices,Granini Apple,0,Medium,Standard,Medium
Juices,Granini Apple,0,Medium,Standard,High
Soft Drinks,Pepsi,1,Medium,Standard,High
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Alcoholic Beverages,Erdinger Weißbier,3,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Water,Vio Wasser,2,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Medium,Standard,Medium
Soft Drinks,Red Bull,1,High,Standard,High
Soft Drinks,Club Mate,1,Medium,Standard,Medium
Water,Volvic Touch,2,Medium,Standard,Medium
Juices,Rauch Multivitamin,0,Very High,Standard,Very High
Juices,Granini Apple,0,Very Low,Standard,Very Low
Water,Vio Wasser,2,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Low,Standard,Very Low
Water,Volvic Touch,2,Low,Standard,Low
Water,Volvic Touch,2,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Medium,Standard,Low
Alcoholic Beverages,Augustiner,3,High,Standard,Very High
Water,Volvic Touch,2,Very Low,Standard,Very Low
Juices,Rauch Multivitamin,0,Low,Standard,Low
Soft Drinks,Rockstar,1,High,Standard,High
Alcoholic Beverages,Kölsch,3,High,Standard,Very High
Juices,Hohes C Orange,0,Medium,Standard,Medium
Alcoholic Beverages,Kölsch,3,High,Standard,Very High
Juices,Hohes C Orange,0,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Medium,Standard,Medium
Juices,Hohes C Orange,0,Medium,Standard,Low
Alcoholic Beverages,Jever,3,Low,Standard,Low
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Medium,Standard,High
Water,San Pellegrino,2,Medium,Standard,Medium
Juices,Granini Apple,0,Medium,Standard,High
Alcoholic Beverages,Erdinger Weißbier,3,High,Standard,Very High
Alcoholic Beverages,Jever,3,Medium,Standard,Low
Juices,Rauch Multivitamin,0,High,Standard,High
Juices,Hohes C Orange,0,High,Standard,Very High
Juices,Hohes C Orange,0,Low,Standard,Very Low
Soft Drinks,Club Mate,1,Medium,Standard,Medium
Soft Drinks,Fritz-Kola,1,High,Standard,High
Water,Vio Wasser,2,Very High,Standard,Very High
Soft Drinks,Pepsi,1,Medium,Standard,Medium
Soft Drinks,Rockstar,1,Very Low,Standard,Very Low
Juices,Granini Apple,0,Medium,Standard,High
Water,Vio Wasser,2,Low,Standard,Very Low
Water,Vio Wasser,2,Low,Standard,Very Low
Juices,Hohes C Orange,0,High,Standard,High
Juices,Granini Apple,0,Medium,Standard,Medium
Juices,Hohes C Orange,0,Low,Standard,Low
Juices,Granini Apple,0,Low,Standard,Low
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Low,Standard,Low
Soft Drinks,Club Mate,1,Medium,Standard,Low
Juices,Tomato Juice,0,Very High,Standard,Very High
Soft Drinks,Monster,1,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,High,Standard,High
Juices,Hohes C Orange,0,Medium,Standard,High
Juices,Granini Apple,0,Very Low,Standard,Very Low
Alcoholic Beverages,Kölsch,3,Very High,Standard,Very High
Water,Evian,2,Very High,Standard,Very High
Juices,Hohes C Orange,0,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Medium,Standard,High
Alcoholic Beverages,Beck's,3,Medium,Standard,Medium
Soft Drinks,Club Mate,1,High,Standard,High
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Juices,Hohes C Orange,0,Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Water,Vio Wasser,2,Very High,Standard,Very High
Juices,Hohes C Orange,0,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Low,Standard,Very Low
Water,Volvic Touch,2,Very High,Standard,Very High
Alcoholic Beverages,Jever,3,Low,Standard,Low
Soft Drinks,Pepsi,1,Medium,Standard,Medium
Alcoholic Beverages,Jever,3,Medium,Standard,Medium
Juices,Granini Apple,0,Very Low,Standard,Very Low
Soft Drinks,Club Mate,1,Very High,Standard,Very High
Alcoholic Beverages,Jever,3,High,Standard,High
Juices,Granini Apple,0,Medium,Standard,Medium
Soft Drinks,Club Mate,1,Very High,Standard,Very High
Juices,Hohes C Orange,0,Very Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Medium,Standard,Medium
Water,Volvic Touch,2,Medium,Standard,Medium
Soft Drinks,Fritz-Kola,1,High,Standard,High
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Juices,Granini Apple,0,Medium,Standard,High
Juices,Granini Apple,0,Very High,Standard,Very High
Soft Drinks,Rockstar,1,High,Standard,High
Alcoholic Beverages,Erdinger Weißbier,3,Very High,Standard,Very High
Juices,Granini Apple,0,Very High,Standard,Very High
Juices,Granini Apple,0,Medium,Standard,Medium
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Alcoholic Beverages,Beck's,3,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Medium,Standard,Low
Alcoholic Beverages,Jever,3,Medium,Standard,High
Soft Drinks,Pepsi,1,High,Standard,High
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Juices,Hohes C Orange,0,Very Low,Standard,Very Low
Alcoholic Beverages,Erdinger Weißbier,3,Very Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Juices,Granini Apple,0,Low,Standard,Low
Alcoholic Beverages,Jever,3,Medium,Standard,Medium
Soft Drinks,Fritz-Kola,1,Medium,Standard,Medium
Juices,Tomato Juice,0,Very High,Standard,Very High
Water,Vio Wasser,2,Medium,Standard,Medium
Juices,Granini Apple,0,Very High,Standard,Very High
Water,Vio Wasser,2,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Low,Standard,Low
Soft Drinks,Pepsi,1,Low,Standard,Low
Alcoholic Beverages,Erdinger Weißbier,3,Medium,Standard,Medium
Water,Vio Wasser,2,Medium,Standard,High
Juices,Rauch Multivitamin,0,High,Standard,Very High
Juices,Granini Apple,0,Medium,Standard,High
Soft Drinks,Rockstar,1,Very High,Standard,Very High
Soft Drinks,Club Mate,1,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Low,Standard,Low
Soft Drinks,Pepsi,1,Medium,Standard,Medium
Juices,Hohes C Orange,0,Medium,Standard,High
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Juices,Granini Apple,0,Medium,Standard,High
Alcoholic Beverages,Erdinger Weißbier,3,Medium,Standard,Low
Juices,Granini Apple,0,High,Standard,Very High
Alcoholic Beverages,Krombacher,3,Medium,Standard,High
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Water,Selters,2,Medium,Standard,Medium
Juices,Granini Apple,0,Medium,Standard,Medium
Water,Vio Wasser,2,Very Low,Standard,Very Low
Juices,Granini Apple,0,Medium,Standard,Low
Soft Drinks,Fritz-Kola,1,High,Standard,High
Juices,Granini Apple,0,Medium,Standard,Medium
Juices,Hohes C Orange,0,Medium,Standard,Low
Juices,Granini Apple,0,Medium,Standard,Medium
Water,Gerolsteiner,2,High,Standard,Very High
Alcoholic Beverages,Augustiner,3,Very High,Standard,Very High
Juices,Hohes C Orange,0,Low,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,Medium
Juices,Hohes C Orange,0,Low,Standard,Very Low
Soft Drinks,Club Mate,1,Medium,Standard,Low
Soft Drinks,Rockstar,1,Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Water,Volvic Touch,2,Very Low,Standard,Very Low
Alcoholic Beverages,Erdinger Weißbier,3,Medium,Standard,Medium
Alcoholic Beverages,Jever,3,Medium,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,High
Soft Drinks,Club Mate,1,Low,Standard,Very Low
Juices,Hohes C Orange,0,Medium,Standard,Low
Juices,Hohes C Orange,0,Very Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Water,Vio Wasser,2,Medium,Standard,Medium
Soft Drinks,Club Mate,1,Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Juices,Granini Apple,0,Very Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Very Low
Water,Apollinaris,2,Very High,Standard,Very High
Water,Volvic Touch,2,Very High,Standard,Very High
Juices,Granini Apple,0,Very High,Standard,Very High
Soft Drinks,Rockstar,1,Low,Standard,Very Low
Alcoholic Beverages,Erdinger Weißbier,3,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,High,Standard,High
Juices,Tomato Juice,0,Medium,Standard,High
Soft Drinks,Pepsi,1,Medium,Standard,Medium
Alcoholic Beverages,Krombacher,3,Low,Standard,Very Low
Juices,Hohes C Orange,0,Medium,Standard,High
Alcoholic Beverages,Kölsch,3,High,Standard,Very High
Water,Vio Wasser,2,Very Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Juices,Granini Apple,0,Medium,Standard,Medium
Alcoholic Beverages,Jever,3,High,Standard,Very High
Juices,Granini Apple,0,Medium,Standard,Medium
Soft Drinks,Fanta,1,High,Standard,Very High
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Soft Drinks,Club Mate,1,Very High,Standard,Very High
Water,Vio Wasser,2,Very Low,Standard,Very Low
Soft Drinks,Club Mate,1,High,Standard,High
Juices,Granini Apple,0,High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Low,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,Medium
Alcoholic Beverages,Erdinger Weißbier,3,Low,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Juices,Granini Apple,0,Low,Standard,Low
Alcoholic Beverages,Jever,3,Medium,Standard,Medium
Juices,Tomato Juice,0,High,Standard,High
Juices,Hohes C Orange,0,High,Standard,Very High
Juices,Granini Apple,0,Very Low,Standard,Very Low
Alcoholic Beverages,Augustiner,3,Very High,Standard,Very High
Alcoholic Beverages,Beck's,3,Very High,Standard,Very High
Juices,Granini Apple,0,Low,Standard,Low
Juices,Granini Apple,0,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Medium,Standard,High
Water,Vio Wasser,2,Medium,Standard,High
Soft Drinks,Monster,1,High,Standard,High
Alcoholic Beverages,Augustiner,3,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Medium,Standard,High
Juices,Granini Apple,0,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Juices,Tomato Juice,0,High,Standard,High
Juices,Rauch Multivitamin,0,High,Standard,High
Alcoholic Beverages,Augustiner,3,High,Standard,High
Soft Drinks,Rockstar,1,Medium,Standard,High
Soft Drinks,Coca-Cola,1,Very High,Standard,Very High
Alcoholic Beverages,Erdinger Weißbier,3,Medium,Standard,Medium
Juices,Granini Apple,0,Very Low,Standard,Very Low
Juices,Granini Apple,0,Very Low,Standard,Very Low
Alcoholic Beverages,Jever,3,Low,Standard,Low
Soft Drinks,Pepsi,1,Low,Standard,Very Low
Juices,Granini Apple,0,Low,Standard,Low
Juices,Hohes C Orange,0,High,Standard,High
Soft Drinks,Fritz-Kola,1,Low,Standard,Low
Soft Drinks,Fritz-Kola,1,Very High,Standard,Very High
Juices,Granini Apple,0,Medium,Standard,Medium
Juices,Hohes C Orange,0,Low,Standard,Low
Soft Drinks,Pepsi,1,Medium,Standard,High
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Alcoholic Beverages,Jever,3,Medium,Standard,High
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Water,Vio Wasser,2,Low,Standard,Low
Juices,Granini Apple,0,Very High,Standard,Very High
Alcoholic Beverages,Erdinger Weißbier,3,Low,Standard,Very Low
Juices,Granini Apple,0,Very High,Standard,Very High
Juices,Hohes C Orange,0,Medium,Standard,Low
Juices,Granini Apple,0,Low,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,Low
Juices,Hohes C Orange,0,Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Medium,Standard,High
Soft Drinks,Red Bull,1,High,Standard,High
Water,Vio Wasser,2,Low,Standard,Low
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Juices,Tomato Juice,0,High,Standard,Very High
Soft Drinks,Rockstar,1,Low,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,Medium
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Soft Drinks,Club Mate,1,Medium,Standard,Low
Juices,Granini Apple,0,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Medium,Standard,High
Water,Vio Wasser,2,Low,Standard,Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Juices,Tomato Juice,0,High,Standard,High
Juices,Granini Apple,0,Very Low,Standard,Very Low
Water,Volvic Touch,2,Low,Standard,Low
Water,Volvic Touch,2,Very High,Standard,Very High
Water,Vio Wasser,2,Low,Standard,Low
Alcoholic Beverages,Jever,3,Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Medium,Standard,High
Soft Drinks,Club Mate,1,Medium,Standard,High
Alcoholic Beverages,Jever,3,Very Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Alcoholic Beverages,Krombacher,3,High,Standard,Very High
Juices,Hohes C Orange,0,Medium,Standard,Medium
Juices,Granini Apple,0,High,Standard,High
Water,Vio Wasser,2,Very High,Standard,Very High
Water,Vio Wasser,2,Medium,Standard,Low
Juices,Hohes C Orange,0,Low,Standard,Very Low
Soft Drinks,Club Mate,1,Medium,Standard,Medium
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Red Bull,1,High,Standard,High
Water,Volvic Touch,2,Very Low,Standard,Very Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Alcoholic Beverages,Kölsch,3,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Water,Vio Wasser,2,Medium,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,High
Water,Volvic Touch,2,Very High,Standard,Very High
Soft Drinks,Pepsi,1,Medium,Standard,High
Juices,Granini Apple,0,Low,Standard,Low
Soft Drinks,Pepsi,1,Medium,Standard,High
Juices,Hohes C Orange,0,Medium,Standard,High
Juices,Granini Apple,0,Medium,Standard,Medium
Alcoholic Beverages,Jever,3,Medium,Standard,Medium
Juices,Hohes C Orange,0,High,Standard,Very High
Juices,Tomato Juice,0,Very High,Standard,Very High
Juices,Granini Apple,0,Medium,Standard,Medium
Water,Vio Wasser,2,Medium,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,Low
Water,Volvic Touch,2,High,Standard,High
Juices,Granini Apple,0,Medium,Standard,Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Water,Vio Wasser,2,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Low,Standard,Low
Juices,Granini Apple,0,Low,Standard,Low
Juices,Hohes C Orange,0,High,Standard,Very High
Juices,Hohes C Orange,0,Medium,Standard,Medium
Alcoholic Beverages,Jever,3,Medium,Standard,Low
Soft Drinks,Red Bull,1,Very Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Juices,Granini Apple,0,Low,Standard,Low
Water,Vio Wasser,2,Low,Standard,Low
Water,Volvic Touch,2,Medium,Standard,Medium
Water,Volvic Touch,2,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Medium,Standard,Low
Juices,Granini Apple,0,Very High,Standard,Very High
Juices,Rauch Multivitamin,0,Medium,Standard,High
Alcoholic Beverages,Erdinger Weißbier,3,Medium,Standard,Low
Soft Drinks,Rockstar,1,Medium,Standard,Low
Water,Vio Wasser,2,Low,Standard,Low
Juices,Granini Apple,0,Low,Standard,Very Low
Juices,Granini Apple,0,Medium,Standard,Medium
Juices,Hohes C Orange,0,Medium,Standard,Medium
Soft Drinks,Rockstar,1,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Low,Standard,Very Low
Juices,Granini Apple,0,High,Standard,High
Soft Drinks,Fritz-Kola,1,Low,Standard,Low
Juices,Granini Apple,0,Medium,Standard,Medium
Alcoholic Beverages,Krombacher,3,Medium,Standard,Medium
Soft Drinks,Rockstar,1,Medium,Standard,Low
Alcoholic Beverages,Jever,3,Very Low,Standard,Very Low
Juices,Tomato Juice,0,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Very High,Standard,Very High
Soft Drinks,Pepsi,1,Low,Standard,Low
Water,Vio Wasser,2,Medium,Standard,Medium
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Juices,Hohes C Orange,0,Medium,Standard,Low
Soft Drinks,Club Mate,1,Medium,Standard,Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Alcoholic Beverages,Beck's,3,Low,Standard,Low
Juices,Rauch Multivitamin,0,High,Standard,High
Soft Drinks,Club Mate,1,High,Standard,High
Soft Drinks,Fritz-Kola,1,Medium,Standard,Medium
Soft Drinks,Pepsi,1,Low,Standard,Low
Water,Vio Wasser,2,Low,Standard,Low
Juices,Rauch Multivitamin,0,Medium,Standard,Medium
Alcoholic Beverages,Beck's,3,Very High,Standard,Very High
Juices,Granini Apple,0,Medium,Standard,High
Juices,Hohes C Orange,0,Very Low,Standard,Very Low
Juices,Granini Apple,0,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Medium,Standard,High
Juices,Granini Apple,0,Medium,Standard,Low
Alcoholic Beverages,Krombacher,3,Low,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,High
Soft Drinks,Club Mate,1,Medium,Standard,Medium
Soft Drinks,Club Mate,1,Low,Standard,Very Low
Alcoholic Beverages,Erdinger Weißbier,3,Very Low,Standard,Very Low
Alcoholic Beverages,Erdinger Weißbier,3,Very Low,Standard,Very Low
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Water,Volvic Touch,2,Medium,Standard,Medium
Alcoholic Beverages,Jever,3,Medium,Standard,Medium
Juices,Hohes C Orange,0,High,Standard,Very High
Alcoholic Beverages,Erdinger Weißbier,3,Very Low,Standard,Very Low
Water,Volvic Touch,2,Very Low,Standard,Very Low
Water,Vio Wasser,2,Very High,Standard,Very High
Soft Drinks,Pepsi,1,Medium,Standard,Medium
Alcoholic Beverages,Erdinger Weißbier,3,Medium,Standard,Low
Soft Drinks,Fritz-Kola,1,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Juices,Granini Apple,0,Low,Standard,Low
Juices,Tomato Juice,0,Very High,Standard,Very High
Alcoholic Beverages,Jever,3,Low,Standard,Very Low
Juices,Granini Apple,0,Very High,Standard,Very High
Soft Drinks,Pepsi,1,Medium,Standard,High
Alcoholic Beverages,Jever,3,Low,Standard,Low
Soft Drinks,Pepsi,1,Very Low,Standard,Very Low
Juices,Granini Apple,0,Medium,Standard,Medium
Juices,Granini Apple,0,Low,Standard,Low
Juices,Hohes C Orange,0,Medium,Standard,High
Soft Drinks,Rockstar,1,Low,Standard,Very Low
Soft Drinks,Pepsi,1,Low,Standard,Low
Water,Vio Wasser,2,Low,Standard,Low
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Juices,Granini Apple,0,High,Standard,Very High
Soft Drinks,Fritz-Kola,1,High,Standard,High
Water,Vio Wasser,2,Very Low,Standard,Very Low
Soft Drinks,Club Mate,1,Medium,Standard,Low
Soft Drinks,Monster,1,High,Standard,High
Juices,Hohes C Orange,0,High,Standard,High
Alcoholic Beverages,Krombacher,3,Very Low,Standard,Very Low
Juices,Hohes C Orange,0,Low,Standard,Low
Water,Vio Wasser,2,Medium,Standard,Medium
Water,Vio Wasser,2,Medium,Standard,High
Soft Drinks,Club Mate,1,Medium,Standard,Medium
Juices,Granini Apple,0,Very Low,Standard,Very Low
Alcoholic Beverages,Warsteiner,3,Very High,Standard,Very High
Soft Drinks,Fritz-Kola,1,Very Low,Standard,Very Low
Soft Drinks,Fritz-Kola,1,Medium,Standard,Medium
Juices,Granini Apple,0,High,Standard,Very High
Juices,Granini Apple,0,High,Standard,High
Soft Drinks,Fritz-Kola,1,Low,Standard,Very Low
Alcoholic Beverages,Kölsch,3,Very High,Standard,Very High
Juices,Granini Apple,0,Medium,Standard,High
Water,Gerolsteiner,2,Very High,Standard,Very High
Juices,Granini Apple,0,Low,Standard,Low
